蒸汽进装置流量,稳定塔下部温度,蒸汽进装置压力,燃料气进装置流量,待生吸附S,原料进装置流量,精制汽油出装置流量,反应器底部温度,待生吸附-焦碳,循环水出装置流量,D105流化氢气流量,净化风进装置流量,原料泵出口流量,稳定塔液位,反应器上部温度,净化风进装置压力,氮气进装置压力,D107提升氮气流量,精制汽油出装置硫含量,原料饱和烃,轻烃出装置流量,3#催化汽油进装置流量,循环水进装置流量,0.3MPa凝结水出装置流量,原料硫含量,原料密度,原料辛烷值,燃料气进装置压力,氮气进装置流量,污油出装置,产品辛烷值,产品硫含量
976.35424,129.17882,0.839677805,490.03938,9.6,135.01492,137.116005,419.668375,2.11,421.94629,0,109.99745,140.337125,54.865634,422.320965,0.516264565,0.99408882,44.244339,-0.22356963,53.45,1525.81545,72.375596,431.433735,4448.6684,269,729.45,90,0.40627016,575.43711,0,88.82,3.5
1208.67015,129.245015,0.83562466,458.40789,10.64,135.100835,136.65908,416.96507,2.27,421.122155,0,51.57847575,140.201995,54.975912,420.51175,0.508338795,0.99373641,45.929297,-0.063061351,54,1515.8977,70.8120295,430.887965,4444.51225,275.5384615,724.5,90.5,0.407207065,579.672845,0,89.32,3.2
1074.35535,128.698125,0.80813512,467.256165,9.37,134.97766,136.617585,412.255985,2.02,418.552995,0,51.8740675,140.31926,55.000145,415.82025,0.521356095,0.993842535,45.308356,0.641068226,53.625,1528.2457,70.759795,428.3873,4431.88615,255,726.75,90.5,0.40645268,577.73964,0,89.52,3.2
1088.0344,128.98117,0.78631027,476.17089,9.61,134.910255,136.329965,421.43418,2.39,418.380935,0,49.778651,140.03683,55.0069015,425.15404,0.512314775,0.99454045,45.507237,-0.219982456,53.25,1520.4563,71.6450185,427.965375,4427.69055,284,729,90.1,0.40728274,578.159895,0,88.52,3.2
1257.445,129.216225,0.84620587,478.25539,9.61,135.00955,137.409775,419.526025,2.39,421.409275,0,53.048354,140.22687,55.008534,423.02296,0.517595095,0.993729865,45.637276,-0.192563625,52.875,1509.3917,71.1924,430.77538,4428.96525,248,731.25,90.4,0.40693868,595.2493,0,89.32,3.4
1245.4134,129.29625,0.85579969,472.657145,8.12,134.968145,136.89186,423.48759,1.85,418.07779,0,50.53331,140.43955,55.017105,427.00177,0.520719495,0.993627875,46.125919,-0.16867644,52.5,1487.863,70.9931585,427.52933,4438.82525,287,733.5,91.6,0.407285335,597.959715,0,90.22,3.2
1503.9281,128.285185,0.847104545,490.655205,8.7,134.951505,135.79438,419.064785,1.87,414.886005,0,49.915474,140.09811,54.9783615,422.39609,0.520185655,0.99499634,45.457768,0.14280208,50.45,912.87073,71.835403,424.686525,4468.5287,279,728.2,91.5,0.411114215,582.176455,0,90.2,6
1383.7436,128.716635,0.83948788,473.24826,8.77,134.959165,136.792045,418.48157,1.94,414.73621,0,46.649966,140.244625,55.036979,422.15644,0.514232915,0.99448666,46.150648,-0.100268463,48.4,1019.65695,71.231146,424.099515,4469.4917,286.6923077,722.9,91.5,0.40791061,579.687505,0,90.2,3.2
1413.2674,128.91945,0.845108055,473.46757,8.92,134.70428,136.045485,420.13529,1.98,421.29539,0,37.21518175,140.299415,54.977359,423.89867,0.5185539,0.99409942,46.0228615,-0.083917322,49.1,1009.61709,70.410203,431.0305,4426.371,286.6442308,728.5,91.3,0.40526257,583.751755,0,90.2,3.8
940.19476,129.126925,0.85911001,449.235425,8.59,135.125315,134.31248,416.3085,1.78,407.41757,0,43.968109,140.56555,55.030632,420.26832,0.512524185,0.99397335,45.542244,-0.149377545,49.8,1112.32805,71.1326585,416.76456,4445.82645,286.5961538,734.1,91.5,0.41285577,580.155145,0,90.3,3.2
1170.94375,127.63791,0.83201517,469.537575,8.55,134.953505,137.121245,416.83051,1.74,409.19596,0,40.5381025,140.529955,55.025696,420.346905,0.51476972,0.993724315,46.0986995,-0.022878545,48.4,1073.4525,70.5661015,418.201225,4452.9087,275.4423077,734.1,91.3,0.40535551,584.88698,0,90.1,3.2
1348.077952,127.7900238,0.834029405,459.8717286,8.74,134.8349476,136.9181857,422.187919,1.92,407.0100286,0,44.79538333,140.3130571,54.97378667,426.6046476,0.51592379,0.993988743,46.06608952,-0.22209839,49.7,1045.169967,71.55177381,415.9004095,4461.135,263.6538462,730.2,91.1,0.407172476,583.0822095,0,89.9,3.2
1589.459,129.38341,0.848951695,471.304965,8.48,135.10243,137.98819,422.564225,1.73,423.53325,0,44.725147,140.58526,55.047871,426.26774,0.516492005,0.994261805,46.0363125,-0.2180912,50.05,1054.6705,71.3583205,432.870415,4554.56755,262.4038462,729.9,91,0.406693445,579.360025,0,89.7,3.2
1284.07015,129.342285,0.846627605,465.566555,8.42,135.17155,136.78529,423.76307,1.97,416.075,0,40.5897005,140.410825,54.963886,427.430385,0.52175841,0.99402345,45.74993,-0.218341485,50,1377.50955,72.0446575,425.40791,4501.1647,259.3846154,733.5,91.7,0.41606643,580.581575,0,89.92,3.9
1066.215015,128.01247,0.848243005,442.57474,8.61,135.012505,136.727355,420.3569,2.19,405.70015,0,37.533924,140.458775,54.9663915,425.391435,0.51769878,0.993702085,45.504751,-0.21686759,49.3,1423.42405,69.2001625,414.85224,4548.87555,259.0384615,731.4,91.6,0.406781,582.389955,0,90.42,3.2
1209.5037,129.1197,0.83988082,422.5463,8.54,134.93216,137.505055,420.715165,2.26,389.75325,0,48.73855195,140.343635,55.0374425,425.689615,0.51892265,0.993917225,45.4826175,-0.21561618,48.6,1435.7653,69.390881,398.383305,4533.7785,258.6923077,729.3,91.4,0.404256855,585.04625,0,90.12,3.2
1199.665,129.897705,0.851810035,476.159555,8.79,135.07853,137.401615,419.240755,2.35,385.500925,0,46.4938145,140.48709,54.992223,422.88548,0.51911055,0.993664525,45.8175325,0.135516784,48.45,1403.39225,70.0367505,394.31741,4542.30805,261.7692308,730.75,91.2,0.406799175,607.47249,0,90.12,4.1
1387.88085,129.477435,0.85590533,478.399935,9.27,134.9682,137.57304,420.758915,1.87,386.255235,0,49.6263955,140.409765,55.0629015,424.628125,0.520427355,0.99289477,45.5120115,-0.194648739,48.3,1400.6054,70.357595,395.15268,4526.91875,264.8461538,732.2,91.2,0.40605536,609.78023,0,89.82,3.8
1257.95065,128.633325,0.845884455,483.986165,8.36,135.167245,135.82076,420.595855,1.98,385.462945,0,51.0375139,140.690965,54.965093,424.227885,0.518721405,0.99355646,46.0421415,-0.13844828,48.8,1358.54405,71.005496,393.837325,4554.88865,260.9230769,729.55,91,0.4049797,608.422555,0,89.72,3.2
1063.996,128.72302,0.89910244,475.482645,8.51,135.32928,136.976485,423.8038,1.65,389.986995,0,39.87277825,140.52158,54.990032,427.280795,0.51889948,0.99377859,45.5976395,-0.165867018,49.3,1417.56635,71.7668225,398.9988,4569.74305,257,726.9,91.2,0.40683535,605.47186,0,89.52,3.2
1376.2283,128.878005,0.87348322,461.379875,8.68,134.941305,137.22983,419.39569,1.73,384.05475,0,42.268894,140.244495,55.02668,423.49242,0.519971235,0.991816105,45.3755855,-0.20265713,50.4,1748.4833,71.139872,393.470385,4508.58885,263,729.35,90.6,0.41485053,652.79123,0,88.92,4.5
1396.2349,128.01219,0.88017983,476.28573,9.1,134.98544,137.025705,423.0483,1.88,386.279995,0,29.9511696,140.54349,55.0439195,427.11597,0.51837621,0.992480165,45.777005,-0.202573635,51.5,1731.9655,72.4994415,395.541405,4553.6524,269,731.8,91.2,0.41264543,648.959265,0,89.92,3.2
1322.8649,128.643985,0.88878299,458.57809,8.49,135.154505,136.313875,416.989225,1.69,385.139205,0,49.9989715,140.592605,54.9676725,421.214625,0.526649035,0.995497585,45.1731265,-0.154771581,51.5,1756.7436,72.354563,394.368275,4537.2219,250.5,728.9,90.5,0.416489155,531.8887,0,89.2,3.2
1322.0486,129.085765,0.85420121,445.549115,7.97,135.0502,136.268695,417.366545,2.15,383.83865,0,36.0785688,140.40494,54.991108,422.138645,0.51653726,0.99433872,46.6063475,-0.193675006,51.5,1808.202,71.558881,392.67204,4549.9483,232,726,90.4,0.39445466,532.15665,0,89.2,3.2
991.401245,125.055555,0.869107153,466.08425,9.37,134.9074925,137.5678275,419.5533975,1.6,386.3142525,0,38.71623408,139.48821,55.0009535,423.9311075,0.51230216,0.99335891,44.49821525,-0.091578139,51.6,0,74.51669525,394.812005,4539.9755,300.8571429,731.7,90.9,0.396820023,537.4612075,0,89.5,3.2
1052.714744,124.5925256,0.852787713,504.3805385,8.66,134.9645154,138.4697744,421.0528692,2.22,406.2758436,0,63.45408641,139.8394821,55.01790769,424.6672949,0.505431356,0.993986672,44.74901436,1.188946467,51.6,0,74.38635974,417.0264846,4499.327769,300.8571429,731.7,90.5,0.407005864,541.9157077,0,89.3,3.3
1056.276225,124.3958375,0.882808743,469.3378175,8.71,135.0757675,138.5513075,415.914155,1.6,408.5705375,0,58.28422495,139.1489325,54.99806625,420.5242575,0.51885783,0.993421708,44.3375215,0.844498279,51.6,0,74.8251145,420.1660425,4505.276325,300.8571429,731.7,91.3,0.40286244,556.2952775,0,89.72,3.7
900.0893625,124.7055125,0.881762575,487.734055,8.56,134.9960775,138.40972,423.8371425,3.39,399.9919875,0,63.32594125,139.1737625,54.997019,428.0329175,0.513021305,0.994566645,44.8178665,0.103523221,54.8,0,74.382196,427.49314,4550.226825,241.2857143,728.5,91,0.402656258,547.1520675,0,89.7,3.4
651.2704775,117.5678675,0.877782115,480.7064,9.69,135.0150525,131.89771,421.354995,2.47,414.59467,0,57.7654465,139.3171025,54.97728675,425.7481675,0.52884208,0.99355998,44.6289655,0.010102365,55.4,0,72.99023375,423.911615,4544.897475,240.2857143,730.3,91,0.405014208,539.9212775,0,89.76,3.2
863.6858575,124.907275,0.879443853,453.4189025,7.83,135.0690525,136.0366375,417.20186,1.55,417.3202825,0,66.67578575,139.36069,55.00664,422.0767725,0.53859247,0.995020848,29.66803075,0.523990615,55.4,1331.965,73.402701,427.24407,4576.862725,240.2857143,730.3,91.1,0.401630983,547.9482,0,89.89,3.2
844.4238325,123.9513875,0.859620035,465.7775075,7.59,134.9891875,136.0328475,422.4320075,2.38,414.7745625,0,74.67496175,139.4194225,54.99935775,426.593845,0.532410253,0.993823333,29.57722375,-0.054009246,55.4,1354.723875,74.025688,423.967965,4593.790625,240.2857143,730.3,90.6,0.391989503,560.2375475,0,89.39,3.2
888.283855,125.4435725,0.874251435,470.4029225,8.64,134.8082725,136.10993,420.0888175,1.71,425.0207,0,90.61927875,139.3994775,54.995905,424.09578,0.540075325,0.99387388,29.40734075,0.11621803,55.4,1319.127375,74.64054675,434.5882075,4554.910975,240.2857143,730.3,90.8,0.398853353,541.4926525,0,89.69,3.2
829.41164,124.9360925,0.84776101,473.5794025,8.98,134.93429,136.2644725,420.3463125,2.41,425.2485775,0,92.09669325,139.2552325,54.99027425,424.568595,0.53099097,0.993528655,45.16863175,0.140383532,54.3,1468.8645,73.91716575,434.97412,4544.685475,214.1428571,727.7,91.4,0.400354428,554.75839,0,90.3,6.5
953.3172325,125.3503025,0.851452548,455.3305325,10.61,134.982075,137.1189525,418.12962,2.65,425.451915,0,97.906631,139.392265,55.018201,423.1626775,0.534639,0.993625543,44.5793915,-0.192327238,54.3,1542.255375,76.48566125,435.09335,4596.748775,214.1428571,727.7,90.6,0.414322345,543.522725,0,89,3.2
1094.927425,122.6121575,0.866332978,430.533105,8.71,135.54889,138.1318075,416.479795,1.84,425.5901425,0,102.8979173,139.53452,55.01150125,421.735845,0.5349598,0.995035523,44.65618975,0.128008946,54.3,1627.867775,75.312356,435.1385975,4608.003525,214.1428571,727.7,90.3,0.412309338,549.786095,0,89.2,3.2
1530.04265,124.9376025,0.841975078,471.91715,8.69,135.968735,138.099585,420.8786175,2.36,425.18889,0,97.9200885,140.2081725,55.00077575,425.7960925,0.53294679,0.99306281,44.87375675,0.626691571,55.1,1592.7693,74.9681,435.1839775,4581.179025,259.7142857,722.4,90.8,0.4161434,604.29633,0,89.6,3.2
1633.645225,125.366295,0.863089725,462.61989,8.92,135.962685,137.9670675,420.7060525,3.02,425.974925,0,101.7364143,140.0997225,54.99858675,425.4278,0.546282925,0.993178285,44.630688,-0.08470909,55.1,1586.341525,75.97976125,435.7871575,4630.29255,259.7142857,722.4,90.1,0.416270635,599.018815,0,88.9,3.2
1647.567825,124.862335,0.86085568,460.0529225,7.85,136.002965,138.479175,418.4064425,2.17,428.1206725,0,100.8689405,140.13579,55.04184975,422.8614525,0.545762528,0.9925736,44.63841775,0.168803272,56.6,1585.440625,76.17336775,438.27816,4607.2966,279.5714286,727.9,90.2,0.433298953,616.42953,0,88.9,3.2
1675.0098,125.357155,0.911778055,450.88951,8.41,135.943085,137.9542475,419.2272375,2.67,430.3060325,0,101.2269693,139.8277775,55.005786,424.419285,0.540057065,0.993426388,44.92779075,0.468102275,56.6,1605.4124,75.70004875,440.199155,4625.50305,279.5714286,727.9,90.1,0.411359148,586.361365,0,89,3.2
1827.32465,125.3131825,0.867972843,451.793065,7.86,134.9775575,136.5204975,418.23642,2.21,431.13516,0,99.900873,138.6864025,55.00747475,422.9779875,0.53913926,0.992656108,44.94324275,0.664330017,56.6,1597.944375,75.61117725,440.9072625,4630.76655,279.5714286,727.9,90.1,0.398262763,587.647425,0,89,3.2
2083.509875,126.265935,0.841484345,447.39376,7.97,134.9832975,136.251655,420.2141425,2.32,430.27697,0,99.39794375,138.999285,54.97568875,425.6948575,0.540016615,0.992915118,44.9457785,0.014634951,55.9,1572.09955,74.62894725,440.0268875,4612.5714,248,727.8,89.6,0.40424637,589.502005,0,88.5,3.2
2772.6659,126.1625275,0.784592308,453.4416175,8.22,135.0111525,137.14366,417.157175,2.08,431.00969,0,108.3683468,138.5772975,55.04159,422.6433475,0.538801575,0.99144329,44.81241275,-0.033501215,55.9,1820.35935,72.21736525,439.85093,4650.4894,248,727.8,89.6,0.400536398,594.3918125,0,88.7,3.2
2308.23625,126.005605,0.81800107,451.93208,8.13,134.92902,136.368145,418.789705,3.09,430.643285,0,102.6473648,140.1996475,54.9900045,424.1426475,0.537368015,0.992646408,44.76779625,-0.120150598,55.9,1852.760475,73.691509,439.633345,4641.251075,248,727.8,89.7,0.393482788,597.1542075,0.605085825,88.3,3.2
2589.712275,123.3312675,0.94668186,442.58543,8.57,134.9754925,137.695155,413.9667125,1.98,430.944785,0,106.073656,140.3244425,54.99223175,419.4644975,0.537185403,0.992336858,44.7025165,-0.089228242,55.9,0,74.912911,439.8342425,4639.232925,248,727.8,89.4,0.399318655,619.3955625,0,87.8,3.2
2504.049675,124.703315,0.922665983,444.0671125,8.36,134.91989,136.765255,419.4775075,2.47,431.0527,0,107.8285848,140.335525,55.00089725,425.358665,0.530771168,0.993032475,45.081774,-0.18541702,55.9,0,74.01393,440.087415,4678.8814,248,727.8,89.1,0.396026403,594.00229,0,87.59,3.2
2310.440975,124.658965,0.825268105,405.94548,8.57,135.1258675,136.76122,420.1013425,2.53,431.812485,0,111.8783835,140.5414975,54.98129225,426.61955,0.531508863,0.99196475,45.1123055,-0.152950475,55.9,0,74.24065775,441.08671,4696.6507,248,727.8,89.4,0.394334458,596.307665,0,88.09,3.2
2102.2705,125.1392125,0.87136374,442.88634,8.26,135.089055,136.9653775,417.3394425,2.14,430.333155,0,105.034341,140.30746,55.024397,423.6526325,0.53844841,0.99338812,44.7992755,-0.173514263,55.9,0,75.498606,439.6853325,4585.10345,248,727.8,89.2,0.397855793,592.089525,0,87.89,3.2
2448.3841,125.49197,0.830812613,432.5742025,8.24,135.02465,136.78485,416.93129,2.33,424.7671025,0,104.7709503,140.431335,54.9982425,423.03617,0.539508385,0.992479235,44.85391625,-0.184095254,59.3,0,74.65624175,434.0448775,4637.49,172.4285714,723.4,89.2,0.39499972,596.8392175,0,87.39,3.2
2539.986075,126.0513625,0.806746143,448.6765,8.62,135.065255,136.4536825,422.20763,2.54,425.606305,0,115.7371325,140.410565,54.981961,429.02785,0.551419498,0.993571995,44.979206,-0.18042511,59.3,0,74.64577625,434.683355,4656.329875,172.4285714,723.4,88.6,0.40480841,587.160685,0,87.09,3.2
2216.508175,124.4035625,0.856492218,446.5524625,8.75,135.0203075,136.60374,415.5975075,2.33,424.2704,0,112.3721205,140.4109875,54.9987265,421.421805,0.537382115,0.993190593,44.71223125,-0.145872973,59.3,0,75.9163635,433.983925,4618.10685,172.4285714,723.4,89.1,0.409518078,593.05413,0,87.59,3.2
2208.338675,125.1572,0.847992498,451.715625,9.12,134.807575,136.7105,418.9035575,1.65,423.3074325,0,112.8039668,140.0971725,54.9830465,424.7017025,0.550025438,0.993094813,44.787798,-0.194342403,59.3,0,75.53228475,433.604495,4618.286725,172.4285714,723.4,89.3,0.408280595,593.1795475,0,87.59,3.2
1882.94675,125.7387425,0.817161168,451.598475,8.58,134.90517,136.5679475,420.8618125,2.15,421.13616,0,113.6910925,140.1019575,54.95666875,426.3942175,0.51193989,0.99304866,44.5882355,-0.183817153,59.3,0,74.252252,431.07283,4620.0639,172.4285714,723.4,88.4,0.399127593,596.984625,0,87.59,3.2
1855.917725,124.74612,0.795567958,423.1895025,8.67,135.07277,137.7223875,416.722925,2.48,423.6674575,0,114.2287825,140.328575,54.9995895,423.700775,0.542291373,0.994428745,44.63352825,-0.198346988,58.5,0,72.671145,433.3587325,4618.1127,153.4285714,720.8,88.5,0.40550964,543.560535,0,87.09,3.2
1835.1258,125.9194975,0.89212104,455.380595,8.42,135.00823,138.3382075,421.259385,2.21,426.2138625,0,117.1492175,140.10365,55.03499275,427.3459125,0.550119115,0.992909368,44.629937,-0.1593043,58.5,0,80.1809685,436.5049025,4630.181625,153.4285714,720.8,87.6,0.401879613,551.52587,0,86.6,3.2
2895.55155,118.85145,0.721531205,466.06271,8.85,134.9199025,140.6860575,415.8802125,2.45,425.2887725,0,108.5446408,140.1096325,55.040801,421.857275,0.547578008,0.992983533,44.64245925,-0.179367903,58.5,0,0,435.5977625,4603.3585,153.4285714,720.8,85.3,0.411821583,567.7023775,0,85.1,3.2
1809.73815,123.515475,0.8056516,426.55117,7.56,134.9106125,136.464895,421.4330175,2.49,425.256775,0,123.4092873,140.224595,54.961781,428.370295,0.556417005,0.993090328,44.729592,-0.187475928,58.9,0,74.18132125,435.064725,4636.9857,126.8571429,723.1,88.7,0.395477515,525.47203,0,87.19,3.2
1853.484025,126.70828,0.84866739,433.26331,7.58,134.797495,136.399355,419.8096825,2.41,422.24716,0,118.80648,140.0157125,54.97940025,425.91541,0.549354358,0.992109168,44.68629825,-0.187446142,58.9,0,76.1420675,432.2521925,4611.111125,126.8571429,723.1,88.6,0.394488238,656.220225,0,87.09,3.2
1640.151775,125.0347475,0.866302248,410.1313125,7.66,134.9188925,137.3122125,415.0470075,2.45,422.41438,0,122.7799608,140.196225,54.9974275,421.63645,0.55319092,0.993127045,44.4289885,-0.200140398,58.9,544.64247,76.6970365,432.01393,4621.404975,126.8571429,723.1,88.7,0.403048758,561.5924275,0,87.49,3.5
1861.584475,125.705465,0.855897173,429.853685,7.45,134.87309,137.3762575,418.43677,2.51,423.25552,0,114.5060885,140.3078725,55.01687425,424.66254,0.558717498,0.993389055,44.71585075,-0.200863448,56.9,532.4790275,77.077695,433.2279975,4649.509675,99.57142857,725.7,89,0.41423275,572.75442,0,87.5,3.2
1853.45285,126.1850325,0.871226783,421.1759325,7.26,134.455005,136.69427,415.3170225,2.65,421.94536,0,119.522605,140.136555,55.043103,421.9517075,0.56557643,0.9941484,44.4955425,-0.20166996,56.9,579.94947,77.7086575,431.7736675,4614.89935,99.57142857,725.7,88.4,0.394296988,501.1759525,0.159329223,87.19,3.2
2102.236375,125.7597475,0.83832048,420.1847575,8.27,129.968985,132.4878325,421.1426825,1.88,421.27157,152.177905,117.7887863,135.8814575,55.02157775,426.6639675,0.541526415,0.993559273,43.8369095,-0.175043705,56.9,515.690275,75.6825555,431.9506675,4637.519575,99.57142857,725.7,88.7,0.399164155,551.4792075,0,87.3,3.2
2289.768875,126.631385,0.806803133,403.637355,7.82,129.98227,132.95239,419.186165,2.73,426.065405,153.200235,117.4121495,135.4865875,55.0096735,425.1296775,0.51525997,0.992991865,43.957622,-0.196080775,56.9,584.76387,74.78310425,435.7847125,4641.03255,99.57142857,725.7,88.2,0.396932435,553.0787975,0,86.4,3.2
2440.630775,126.4565975,0.853634655,403.4340775,7.82,130.0998025,131.88286,422.2390625,2.73,425.889135,151.8570275,111.7802163,135.4483275,54.992074,428.4611625,0.521535273,0.991755363,43.87668675,-0.191923693,56.9,553.496285,75.623256,435.925675,4659.2119,99.57142857,725.7,88.2,0.399791835,553.1955625,0,87.1,3.2
2357.577225,124.7577725,0.805890373,412.0509225,5.93,129.756605,132.7471725,419.0273975,2.24,425.0403625,152.82369,116.5354318,135.626685,54.986015,425.4746975,0.505794348,0.99489571,44.48951925,-0.189309198,56.3,0,63.564112,433.733355,4672.2166,126.5714286,723.4,87.8,0.3946458,545.849805,0,85.99,3.2
2399.7357,121.694435,0.67497046,435.2048925,5.78,129.64731,132.100765,421.182835,2.53,421.29237,151.366535,112.0174945,135.2586225,54.99214325,426.88696,0.524906855,0.993456568,44.19478275,-0.185046187,56.3,0,0,430.0875725,4579.4868,126.5714286,723.4,87.9,0.401800978,546.496225,0,86.58,3.2
2541.21105,123.8288725,0.687852845,453.6130325,6.75,129.6865925,131.573775,421.870765,2.4,420.3062275,151.748975,114.82374,135.5553975,55.00730725,426.8340925,0.504853078,0.993424035,44.020955,-0.191256032,56.3,0,0,429.1740875,4588.1382,126.5714286,723.4,87.5,0.403069073,543.1292925,0,85.68,3.2
1460.962425,123.4078425,0.896626203,408.2594425,7.11,90.02017725,91.30585825,428.2008725,1.55,416.4765975,157.1254675,118.6085675,99.59868275,54.99762325,430.4207575,0.532399638,0.990940888,44.219889,0.008943788,56,162.237315,0,425.616305,4579.28145,307.5714286,726.5,88.6,0.406645508,556.64475,0.594123818,87.18,3.2
1592.34765,125.25271,0.770465135,493.554605,8.74,116.653325,119.434415,424.09992,1.89,413.095025,152.3232975,120.6798875,122.8063175,54.91373975,429.37368,0.552584735,0.993626268,43.383315,-0.147791653,56,0.5871665,0,421.5631125,4557.95145,307.5714286,726.5,89.1,0.411291358,548.50872,0,87.68,3.2
951.8983975,128.7543,0.759117035,505.265305,8.93,129.8993025,130.9991175,418.0183825,2.52,412.941385,148.6674725,124.8993275,135.358695,55.00596275,423.9563775,0.509705405,0.994175283,43.9944525,7.300820125,56.8,178.81191,71.315167,421.2016775,4541.075325,313,725.8,89.8,0.410559975,549.1797575,0,88.48,3.2
935.253655,128.87621,0.8113601,528.37362,8.79,130.124145,129.9306975,419.0575575,1.9,412.76778,151.7042925,123.8778675,135.5042125,55.01528775,423.8854275,0.542105143,0.993756348,43.37405675,2.14872698,56.8,0,72.595127,421.154905,4529.445275,313,725.8,90.4,0.427353448,541.41689,0,88.98,3.2
868.5169175,127.2972375,0.752361798,526.4653475,6.9,130.048165,130.95387,419.00385,1.9,412.091115,152.719145,117.0701103,135.0815075,54.985524,423.80439,0.53867868,0.994692588,44.03757925,-0.092509568,56.8,0,70.98016125,420.5887225,4406.119475,313,725.8,89.2,0.409454828,546.680095,0,88.08,3.2
716.1100925,128.4548425,0.806352318,523.671405,12.27,130.228685,130.65836,418.0979675,2.82,411.6348475,148.272935,110.86234,135.11304,55.00364325,423.116545,0.521531748,0.99646722,43.4360535,0.439070026,56.3,0,70.44695225,420.41586,4416.90375,312.5714286,733.5,89.4,0.396986693,487.412335,0,88.18,3.2
792.3606975,129.9841075,0.822780015,544.8384025,9.09,130.00361,129.7672725,416.7790275,1.9,411.2321,153.795045,115.965355,135.0381025,55.016531,420.7385725,0.517099385,0.99344816,43.391779,0.90929108,56.3,0,73.6230235,420.2767525,4418.415,312.5714286,733.5,89.4,0.396368543,527.5563125,0.3124461,88.38,3.9
983.6572225,130.2647325,0.865716843,557.5923275,6.94,130.12292,134.4690875,423.77765,3.97,433.46622,149.6243175,107.0702873,139.8254025,55.01550125,426.3176375,0.511517995,0.995251618,41.90411375,1.160412151,52.5,0,73.5972665,442.7760375,1085.15878,225.8571429,729.7,90.2,0.406309205,555.900695,0,88.89,3.4
887.768875,126.3052975,0.829611668,486.3074825,9.25,130.2364775,135.5676775,414.75166,3.61,433.47549,152.7374325,107.8102525,140.2039975,55.03543925,418.869585,0.500093878,0.994565068,41.4392025,-0.061378279,52.5,0,72.25779875,442.94414,1073.668163,225.8571429,729.7,90,0.400827068,554.34714,0,88.79,4.6
662.9269075,132.29567,0.889380408,515.0709175,8.18,129.9911425,129.229195,418.9239975,4.91,435.2245875,150.59544,110.0389548,139.5705225,55.0272365,422.17738,0.516493848,0.995286875,41.30413175,0.367297334,57.7,0,73.3094365,444.0251775,1120.727753,208,729.2,89.8,0.417014633,550.81082,0,88.66,3.4
788.675965,130.5633125,0.96172765,505.86837,7.44,130.040205,133.3023875,418.5939725,2.84,437.304705,151.782255,107.2016003,139.43629,54.98604275,422.2397625,0.521836978,0.994493473,40.90465675,-0.011650638,57.7,0,75.89025425,446.6901975,1294.778838,208,729.2,88.8,0.427031828,560.9452525,0,87.79,3.2
745.7536775,130.3248825,0.88607246,512.5119525,8.19,130.092635,134.125465,422.401765,3.44,439.72815,151.08831,106.8390893,140.00729,54.99740425,426.16266,0.533132535,0.994447018,40.7162075,-0.089005631,57.7,0,76.2562955,448.78879,1163.54044,208,729.2,89.3,0.4275467,550.664515,0.054829892,88.29,3.2
780.6735425,130.4253975,0.92906035,516.5581925,8.35,132.0267,135.6361075,419.130375,4.44,439.627265,155.8756225,106.202018,141.83555,55.0010545,422.980855,0.484085768,0.995041308,41.709904,-0.036330253,54.8,0,79.96133825,448.7623775,1042.610759,254.4285714,738.7,89.7,0.431446605,557.35527,0.065238352,88.19,3.2
713.1313675,130.9693475,0.952630293,525.719345,7.44,130.0174375,133.29543,419.326405,3.45,437.7870025,156.18019,105.4135268,139.5403525,54.99377075,422.31217,0.502228493,0.995033885,41.65795075,0.191007891,54.8,0,77.5368685,446.970765,1006.06697,254.4285714,738.7,89.6,0.426977478,558.620155,0,88.99,3.2
604.245375,130.062525,0.94163208,533.50122,7.51,130.895495,135.490205,421.5865025,3.58,429.020925,149.6419675,105.38609,140.601835,54.99533925,424.57599,0.488058393,0.994863433,41.7467815,0.325613204,54.8,0,76.95905675,437.7510725,974.165325,254.4285714,738.7,89.5,0.428348158,559.56283,0.115495924,88.49,3.2
823.574225,129.9265675,0.893376038,507.76243,7.52,130.175865,133.8439125,420.1197525,3.2,429.86774,141.2066875,109.3829925,139.8188075,54.974757,424.0923225,0.50129524,0.994282008,41.72139375,-0.122447649,56.1,0,71.10225475,439.0475175,1083.526885,232.5714286,732.7,89,0.426766213,561.06326,0.099509265,87.89,3.2
831.4373975,129.010735,0.885760325,529.9720975,7.38,129.93559,136.4970775,419.5197925,3.15,434.72581,139.8971025,108.22542,139.86166,55.01869625,422.80805,0.510341163,0.99436044,42.6954365,-0.052848057,56.1,0,72.3711545,443.215815,964.3192,232.5714286,732.7,88.7,0.421057565,548.8279675,0.08455591,87.72,3.2
511.437305,127.80017,0.883961375,542.2928,8.2,129.893835,129.1434925,422.0105875,3.73,429.31909,152.082375,104.4943645,139.8911625,54.9974305,425.1904875,0.49204948,0.9946378,42.23386125,-0.097278403,56.1,0,72.01678225,438.1222275,987.3240125,232.5714286,732.7,89.1,0.397026428,542.2489525,0.084987967,88.16,3.2
525.478,129.865145,0.87030173,528.9532325,8.13,129.9946825,133.08689,421.50571,3.73,429.569175,132.983135,111.5836158,139.7670475,54.9942015,424.3259225,0.517334803,0.994208878,42.709361,0.293497584,56.1,0,70.22980975,438.1593225,1017.253973,232.5714286,732.7,89,0.39735426,557.04434,0.00347523,88.08,3.2
